date,signal_alias,stock_code,industry,score,future_return,benchmark_return,excess_return,weight
2026-02-27,stage4_1_tree,600025,周期公用,0.0010013403474496,0.09925293489861287,-0.01705633416684659,0.11630926906545946,0.25
2026-02-27,stage4_1_tree,600051,消费服务,0.0010013403474496,-0.0012224938875304847,-0.01705633416684659,0.015833840279316107,0.25
2026-02-27,stage4_1_tree,600127,消费服务,0.0010013403474496,0.05177514792899407,-0.01705633416684659,0.06883148209584067,0.25
2026-03-06,stage4_1_tree,600025,周期公用,0.0010013403474496,0.01844660194174752,-0.012323733861482222,0.030770335803229742,0.25
2026-03-06,stage4_1_tree,600051,消费服务,0.0010013403474496,0.00489596083231314,-0.012323733861482222,0.017219694693795362,0.25
2026-03-06,stage4_1_tree,600127,消费服务,0.0010013403474496,0.03375527426160341,-0.012323733861482222,0.04607900812308563,0.25
2026-03-06,stage4_1_tree,600153,消费服务,0.0010013403474496,0.008537886872998834,-0.012323733861482222,0.020861620734481057,0.25
2026-03-13,stage4_1_tree,688031,TMT科技,0.0084142861802569,-0.3126366618075801,-0.06924494213015306,-0.24339171967742704,0.25
2026-03-13,stage4_1_tree,600051,消费服务,0.0008972909365916,-0.08526187576126665,-0.06924494213015306,-0.01601693363111359,0.25
2026-03-13,stage4_1_tree,600127,消费服务,0.0008972909365916,-0.04625850340136062,-0.06924494213015306,0.02298643872879244,0.25
2026-03-13,stage4_1_tree,600548,周期公用,0.0008972909365916,0.01758241758241752,-0.06924494213015306,0.08682735971257058,0.25
2026-03-20,stage4_1_tree,600051,消费服务,0.0008972909365916,0.02130492676431417,-0.0067851699273019485,0.028090096691616117,0.25
2026-03-20,stage4_1_tree,600127,消费服务,0.0008972909365916,-0.025677603423680417,-0.0067851699273019485,-0.01889243349637847,0.25
2026-03-20,stage4_1_tree,600153,消费服务,0.0008972909365916,-0.005494505494505364,-0.0067851699273019485,0.0012906644327965846,0.25
2026-03-20,stage4_1_tree,600865,消费服务,0.0008972909365916,-0.003568242640499597,-0.0067851699273019485,0.0032169272868023515,0.25
